,,,,,Original variables,,,,,,,,,,,first order lag variables,,,,,,,,,,,SEVENTH ORDER LAG VARIABLES,,,,,,,,,,
16-07-2014,3,7,7,0,0.96643678,52.28479114,15.14934022,19.03422147,54.0332042,1.89E-15,91.19026668,15.50395798,4.693511228,2.261025898,115.1408383,39.17071866,38.7258905,49.15458364,44.76549763,76.50772005,0.1,83.55884413,20.82861128,4.89941426,2.236627112,431.6966617,56.79334937,51.28523428,51.7780672,42.91709886,64.6717192,0.1,68.73324581,19.89795484,4.894612281,2.272510021,401.5448307
17-07-2014,3,7,1,0,30.64308941,64.78113957,6.782778218,8.000127144,56.94650185,0.0900877,64.08730999,12.10785062,4.207256899,2.186137579,179.4411329,0.96643678,52.28479114,15.14934022,19.03422147,54.0332042,1.89E-15,91.19026668,15.50395798,4.693511228,2.261025898,115.1408383,26.08734806,38.273922,24.93965893,21.82841999,80.91637827,2.26E-06,99.56471136,18.97199094,5.001784163,2.292170695,325.3679184
18-07-2014,3,7,2,0,31.89631559,64.63697468,8.926061153,8.132292047,64.81882686,0.099576172,73.05424631,11.95599912,4.213398713,2.130687689,237.3194329,30.64308941,64.78113957,6.782778218,8.000127144,56.94650185,0.0900877,64.08730999,12.10785062,4.207256899,2.186137579,179.4411329,34.8642525,29.40356508,12.60017838,14.37077484,61.83629099,8.99E-12,85.19020373,14.96375973,4.52837963,2.254461905,241.487254
19-07-2014,3,7,3,0,9.493893251,67.07972312,8.750308516,15.64107706,76.93167848,4.23E-08,121.84825,10.14595962,4.399822082,2.153298325,101.7781211,31.89631559,64.63697468,8.926061153,8.132292047,64.81882686,0.099576172,73.05424631,11.95599912,4.213398713,2.130687689,237.3194329,44.72958347,63.40652959,15.1188209,22.00968594,77.58521622,0.1,66.57418089,15.53594384,4.564589892,2.207501535,330.3666071
20-07-2014,3,7,4,0,18.29908754,48.12249295,15.05998701,31.98720114,61.76794543,9.07E-10,71.90491178,15.21933583,4.304848831,2.163859768,248.1631061,9.493893251,67.07972312,8.750308516,15.64107706,76.93167848,4.23E-08,121.84825,10.14595962,4.399822082,2.153298325,101.7781211,6.722451637,34.27117071,14.05417012,4.652556879,77.32812936,3.00E-21,50.3286979,14.59891214,4.571958228,2.212282647,280.7970584
21-07-2014,3,7,5,0,27.22453346,55.24828058,19.78968917,31.14720952,66.77152375,0.090572359,89.18259893,17.44207419,4.513976869,2.176888721,334.6847303,18.29908754,48.12249295,15.05998701,31.98720114,61.76794543,9.07E-10,71.90491178,15.21933583,4.304848831,2.163859768,248.1631061,21.75039777,46.34371776,8.838107332,24.15143688,82.40771018,9.59E-12,85.00567453,14.22404851,4.577166711,2.21365824,259.76956
22-07-2014,3,7,6,0,24.31964374,60.34694001,53.01051187,41.75330363,64.23251783,0.1,86.72423411,18.87916769,4.832092165,2.234955831,328.6387885,27.22453346,55.24828058,19.78968917,31.14720952,66.77152375,0.090572359,89.18259893,17.44207419,4.513976869,2.176888721,334.6847303,45.87444841,44.06725843,16.82815505,45.18543679,70.06043231,0.099885346,45.33113818,18.75726146,4.462287746,2.201598825,432.3340127
23-07-2014,3,7,7,0,22.55633588,58.55008333,37.34872812,49.10323817,66.15416521,0.099999999,70.77526524,20.52969949,4.974135217,2.283017631,354.8290676,24.31964374,60.34694001,53.01051187,41.75330363,64.23251783,0.1,86.72423411,18.87916769,4.832092165,2.234955831,328.6387885,39.17071866,38.7258905,49.15458364,44.76549763,76.50772005,0.1,83.55884413,20.82861128,4.89941426,2.236627112,431.6966617
24-07-2014,3,7,1,0,26.25410609,62.06873562,14.6863779,19.91188295,65.60956334,0.09529889,83.65456596,17.0314305,4.659495361,2.265260162,245.491878,22.55633588,58.55008333,37.34872812,49.10323817,66.15416521,0.099999999,70.77526524,20.52969949,4.974135217,2.283017631,354.8290676,0.96643678,52.28479114,15.14934022,19.03422147,54.0332042,1.89E-15,91.19026668,15.50395798,4.693511228,2.261025898,115.1408383
25-07-2014,3,7,2,0,43.17756389,51.26474665,20.7079706,17.17348358,59.63558967,0.099999974,69.89970479,15.44579191,4.427198235,2.206811101,308.7496521,26.25410609,62.06873562,14.6863779,19.91188295,65.60956334,0.09529889,83.65456596,17.0314305,4.659495361,2.265260162,245.491878,30.64308941,64.78113957,6.782778218,8.000127144,56.94650185,0.0900877,64.08730999,12.10785062,4.207256899,2.186137579,179.4411329
26-07-2014,3,7,3,1,52.43310442,47.4013775,12.68851744,22.35548723,86.69366391,0.099999636,65.70374762,16.96608037,4.702510481,2.21153379,407.5720103,43.17756389,51.26474665,20.7079706,17.17348358,59.63558967,0.099999974,69.89970479,15.44579191,4.427198235,2.206811101,308.7496521,31.89631559,64.63697468,8.926061153,8.132292047,64.81882686,0.099576172,73.05424631,11.95599912,4.213398713,2.130687689,237.3194329
27-07-2014,3,7,4,1,42.42952472,48.58049197,31.11264123,29.73974384,92.75163379,0.1,98.50675754,18.58261978,4.843829586,2.256157842,455.224713,52.43310442,47.4013775,12.68851744,22.35548723,86.69366391,0.099999636,65.70374762,16.96608037,4.702510481,2.21153379,407.5720103,9.493893251,67.07972312,8.750308516,15.64107706,76.93167848,4.23E-08,121.84825,10.14595962,4.399822082,2.153298325,101.7781211
28-07-2014,3,7,5,1,43.5116763,54.81522853,48.01744191,39.95605365,37.83594319,0.1,74.99455393,19.19324636,4.669331645,2.252676233,352.4369199,42.42952472,48.58049197,31.11264123,29.73974384,92.75163379,0.1,98.50675754,18.58261978,4.843829586,2.256157842,455.224713,18.29908754,48.12249295,15.05998701,31.98720114,61.76794543,9.07E-10,71.90491178,15.21933583,4.304848831,2.163859768,248.1631061
29-07-2014,3,7,6,1,15.56398919,49.2059695,48.27756025,44.4579889,87.49710796,0.099999784,65.33665512,21.50796184,5.155543337,2.284917433,457.3171115,43.5116763,54.81522853,48.01744191,39.95605365,37.83594319,0.1,74.99455393,19.19324636,4.669331645,2.252676233,352.4369199,27.22453346,55.24828058,19.78968917,31.14720952,66.77152375,0.090572359,89.18259893,17.44207419,4.513976869,2.176888721,334.6847303
30-07-2014,3,7,7,1,4.84172222,59.88240951,20.52538524,18.91003903,89.02801991,3.93E-08,111.816681,17.22653239,4.989902702,2.317024939,224.246518,15.56398919,49.2059695,48.27756025,44.4579889,87.49710796,0.099999784,65.33665512,21.50796184,5.155543337,2.284917433,457.3171115,24.31964374,60.34694001,53.01051187,41.75330363,64.23251783,0.1,86.72423411,18.87916769,4.832092165,2.234955831,328.6387885
31-07-2014,3,7,1,1,5.609328524,49.79968509,21.40962451,28.95207464,90.6168821,8.56E-12,84.55702092,16.56090091,4.80060277,2.281413087,295.1448228,4.84172222,59.88240951,20.52538524,18.91003903,89.02801991,3.93E-08,111.816681,17.22653239,4.989902702,2.317024939,224.246518,22.55633588,58.55008333,37.34872812,49.10323817,66.15416521,0.099999999,70.77526524,20.52969949,4.974135217,2.283017631,354.8290676
1/8/2014,3,8,2,0,9.924727369,39.49543993,5.311243635,24.34436655,54.31298603,2.19E-21,100.4378985,13.90433751,4.27811426,2.205932886,137.8927271,5.609328524,49.79968509,21.40962451,28.95207464,90.6168821,8.56E-12,84.55702092,16.56090091,4.80060277,2.281413087,295.1448228,26.25410609,62.06873562,14.6863779,19.91188295,65.60956334,0.09529889,83.65456596,17.0314305,4.659495361,2.265260162,245.491878
2/8/2014,3,8,3,0,9.084672408,30.19992823,7.287569868,5.061022887,28.47140328,6.26E-25,69.0677948,11.52381953,3.529317324,2.055076047,136.7167218,9.924727369,39.49543993,5.311243635,24.34436655,54.31298603,2.19E-21,100.4378985,13.90433751,4.27811426,2.205932886,137.8927271,43.17756389,51.26474665,20.7079706,17.17348358,59.63558967,0.099999974,69.89970479,15.44579191,4.427198235,2.206811101,308.7496521
3/8/2014,3,8,4,0,5.495475422,63.55654188,24.04828276,21.43925102,40.73412575,1.01E-04,37.18906021,12.68891637,4.138271035,2.037002141,172.1130216,9.084672408,30.19992823,7.287569868,5.061022887,28.47140328,6.26E-25,69.0677948,11.52381953,3.529317324,2.055076047,136.7167218,52.43310442,47.4013775,12.68851744,22.35548723,86.69366391,0.099999636,65.70374762,16.96608037,4.702510481,2.21153379,407.5720103
4/8/2014,3,8,5,0,18.95163574,36.96459719,27.51068051,39.82176298,44.282868,6.34E-09,72.24242827,16.79944277,4.451899155,2.150618548,236.3848013,5.495475422,63.55654188,24.04828276,21.43925102,40.73412575,1.01E-04,37.18906021,12.68891637,4.138271035,2.037002141,172.1130216,42.42952472,48.58049197,31.11264123,29.73974384,92.75163379,0.1,98.50675754,18.58261978,4.843829586,2.256157842,455.224713
5/8/2014,3,8,6,0,47.98743958,52.1210289,53.15507478,45.12644729,52.06723017,0.1,66.85388286,20.31956164,4.818864617,2.226865768,376.7081382,18.95163574,36.96459719,27.51068051,39.82176298,44.282868,6.34E-09,72.24242827,16.79944277,4.451899155,2.150618548,236.3848013,43.5116763,54.81522853,48.01744191,39.95605365,37.83594319,0.1,74.99455393,19.19324636,4.669331645,2.252676233,352.4369199
6/8/2014,3,8,7,0,21.95900868,65.45890528,25.28487542,18.06148617,54.23865778,0.099999696,71.20729289,17.9909066,4.795134252,2.263220252,287.352693,47.98743958,52.1210289,53.15507478,45.12644729,52.06723017,0.1,66.85388286,20.31956164,4.818864617,2.226865768,376.7081382,15.56398919,49.2059695,48.27756025,44.4579889,87.49710796,0.099999784,65.33665512,21.50796184,5.155543337,2.284917433,457.3171115
7/8/2014,3,8,1,0,36.16299187,59.95911809,9.018441203,3.956616039,50.0677368,0.099417961,85.44238773,12.45347568,4.27429179,2.204908981,196.3370014,21.95900868,65.45890528,25.28487542,18.06148617,54.23865778,0.099999696,71.20729289,17.9909066,4.795134252,2.263220252,287.352693,4.84172222,59.88240951,20.52538524,18.91003903,89.02801991,3.93E-08,111.816681,17.22653239,4.989902702,2.317024939,224.246518
8/8/2014,3,8,2,0,20.89675938,51.03640534,13.45598926,14.46422272,40.01410903,4.51E-08,53.01776825,12.36770569,3.939423892,2.105805401,209.4871864,36.16299187,59.95911809,9.018441203,3.956616039,50.0677368,0.099417961,85.44238773,12.45347568,4.27429179,2.204908981,196.3370014,5.609328524,49.79968509,21.40962451,28.95207464,90.6168821,8.56E-12,84.55702092,16.56090091,4.80060277,2.281413087,295.1448228
9/8/2014,3,8,3,0,37.50918407,57.75118561,6.044423943,13.45411591,24.57791458,0.078664064,40.23310012,13.26377577,3.502536885,2.007134359,240.4761071,20.89675938,51.03640534,13.45598926,14.46422272,40.01410903,4.51E-08,53.01776825,12.36770569,3.939423892,2.105805401,209.4871864,9.924727369,39.49543993,5.311243635,24.34436655,54.31298603,2.19E-21,100.4378985,13.90433751,4.27811426,2.205932886,137.8927271
10/8/2014,3,8,4,0,50.0718381,34.36299431,25.28770802,14.83753158,30.53701867,0.099994009,81.60876175,14.21170948,3.963813096,2.010406256,271.1896131,37.50918407,57.75118561,6.044423943,13.45411591,24.57791458,0.078664064,40.23310012,13.26377577,3.502536885,2.007134359,240.4761071,9.084672408,30.19992823,7.287569868,5.061022887,28.47140328,6.26E-25,69.0677948,11.52381953,3.529317324,2.055076047,136.7167218
11/8/2014,3,8,5,0,43.34737962,38.99020577,36.74213756,44.16752745,50.84989976,0.099999999,56.70155947,18.6840414,4.659131957,2.15442668,388.0552708,50.0718381,34.36299431,25.28770802,14.83753158,30.53701867,0.099994009,81.60876175,14.21170948,3.963813096,2.010406256,271.1896131,5.495475422,63.55654188,24.04828276,21.43925102,40.73412575,1.01E-04,37.18906021,12.68891637,4.138271035,2.037002141,172.1130216
12/8/2014,3,8,6,0,11.7139266,48.85142194,45.227792,41.38054941,32.53051371,0.099696087,91.09882494,19.0993068,4.660758907,2.232150919,265.0302758,43.34737962,38.99020577,36.74213756,44.16752745,50.84989976,0.099999999,56.70155947,18.6840414,4.659131957,2.15442668,388.0552708,18.95163574,36.96459719,27.51068051,39.82176298,44.282868,6.34E-09,72.24242827,16.79944277,4.451899155,2.150618548,236.3848013
13-08-2014,3,8,7,0,14.07428858,59.26288998,24.44814267,21.4315973,50.80360511,0.009844005,77.125551,17.07842628,4.69745861,2.236254836,216.4779314,11.7139266,48.85142194,45.227792,41.38054941,32.53051371,0.099696087,91.09882494,19.0993068,4.660758907,2.232150919,265.0302758,47.98743958,52.1210289,53.15507478,45.12644729,52.06723017,0.1,66.85388286,20.31956164,4.818864617,2.226865768,376.7081382
14-08-2014,3,8,1,0,37.859312,29.8317278,17.22141549,12.78506462,45.89687707,2.80E-08,76.02987821,14.86369622,4.36509629,2.204151078,239.4720967,14.07428858,59.26288998,24.44814267,21.4315973,50.80360511,0.009844005,77.125551,17.07842628,4.69745861,2.236254836,216.4779314,21.95900868,65.45890528,25.28487542,18.06148617,54.23865778,0.099999696,71.20729289,17.9909066,4.795134252,2.263220252,287.352693
15-08-2014,3,8,2,0,7.723399283,53.88759441,18.17293855,11.31951334,35.29529923,1.66E-10,70.94198621,13.03194671,4.132245832,2.139753423,189.2001146,37.859312,29.8317278,17.22141549,12.78506462,45.89687707,2.80E-08,76.02987821,14.86369622,4.36509629,2.204151078,239.4720967,36.16299187,59.95911809,9.018441203,3.956616039,50.0677368,0.099417961,85.44238773,12.45347568,4.27429179,2.204908981,196.3370014
16-08-2014,3,8,3,0,13.53515409,54.75244015,17.2623603,11.95011436,65.05801487,5.30E-08,71.07134879,13.54391544,4.49568239,2.155004409,224.6542011,7.723399283,53.88759441,18.17293855,11.31951334,35.29529923,1.66E-10,70.94198621,13.03194671,4.132245832,2.139753423,189.2001146,20.89675938,51.03640534,13.45598926,14.46422272,40.01410903,4.51E-08,53.01776825,12.36770569,3.939423892,2.105805401,209.4871864
17-08-2014,3,8,4,0,20.38525714,64.75747614,22.29958761,12.6832104,61.87645405,0.099941442,89.80537122,13.28218514,4.494097949,2.196088414,218.973782,13.53515409,54.75244015,17.2623603,11.95011436,65.05801487,5.30E-08,71.07134879,13.54391544,4.49568239,2.155004409,224.6542011,37.50918407,57.75118561,6.044423943,13.45411591,24.57791458,0.078664064,40.23310012,13.26377577,3.502536885,2.007134359,240.4761071
18-08-2014,3,8,5,0,12.62844158,62.50022608,23.72400838,45.47510617,24.16843905,0.024097821,93.46944134,15.34566933,4.051198077,2.145380959,175.8890228,20.38525714,64.75747614,22.29958761,12.6832104,61.87645405,0.099941442,89.80537122,13.28218514,4.494097949,2.196088414,218.973782,50.0718381,34.36299431,25.28770802,14.83753158,30.53701867,0.099994009,81.60876175,14.21170948,3.963813096,2.010406256,271.1896131
19-08-2014,3,8,6,0,33.75838599,45.84090092,45.85087435,27.77408791,54.03613758,0.1,76.26482815,18.86734995,4.725411598,2.172090191,331.6230193,12.62844158,62.50022608,23.72400838,45.47510617,24.16843905,0.024097821,93.46944134,15.34566933,4.051198077,2.145380959,175.8890228,43.34737962,38.99020577,36.74213756,44.16752745,50.84989976,0.099999999,56.70155947,18.6840414,4.659131957,2.15442668,388.0552708
20-08-2014,3,8,7,0,20.88594377,51.63914957,24.70411344,26.99761739,59.13936435,0.005892301,59.09616079,18.37011369,4.787044535,2.252602112,336.1907005,33.75838599,45.84090092,45.85087435,27.77408791,54.03613758,0.1,76.26482815,18.86734995,4.725411598,2.172090191,331.6230193,11.7139266,48.85142194,45.227792,41.38054941,32.53051371,0.099696087,91.09882494,19.0993068,4.660758907,2.232150919,265.0302758
21-08-2014,3,8,1,0,22.47796978,51.21366546,23.3669002,5.476495823,34.70358758,0.005014147,88.40077219,14.47914565,4.283439237,2.2050256,214.8955425,20.88594377,51.63914957,24.70411344,26.99761739,59.13936435,0.005892301,59.09616079,18.37011369,4.787044535,2.252602112,336.1907005,14.07428858,59.26288998,24.44814267,21.4315973,50.80360511,0.009844005,77.125551,17.07842628,4.69745861,2.236254836,216.4779314
22-08-2014,3,8,2,0,11.04505879,62.84453551,19.03126263,13.5538423,28.25992034,8.42E-05,66.25795669,12.65456685,4.081803975,2.124085409,182.1854212,22.47796978,51.21366546,23.3669002,5.476495823,34.70358758,0.005014147,88.40077219,14.47914565,4.283439237,2.2050256,214.8955425,37.859312,29.8317278,17.22141549,12.78506462,45.89687707,2.80E-08,76.02987821,14.86369622,4.36509629,2.204151078,239.4720967
23-08-2014,3,8,3,0,21.70469746,61.76364027,23.14009377,7.500637382,58.78318047,0.099865287,82.87509182,13.16179366,4.482931581,2.147653256,223.0819681,11.04505879,62.84453551,19.03126263,13.5538423,28.25992034,8.42E-05,66.25795669,12.65456685,4.081803975,2.124085409,182.1854212,7.723399283,53.88759441,18.17293855,11.31951334,35.29529923,1.66E-10,70.94198621,13.03194671,4.132245832,2.139753423,189.2001146
24-08-2014,3,8,4,0,5.538610764,46.3201859,29.57680645,32.26321347,47.78123414,8.66E-10,95.94585883,14.46519676,4.496356512,2.194920602,175.6113963,21.70469746,61.76364027,23.14009377,7.500637382,58.78318047,0.099865287,82.87509182,13.16179366,4.482931581,2.147653256,223.0819681,13.53515409,54.75244015,17.2623603,11.95011436,65.05801487,5.30E-08,71.07134879,13.54391544,4.49568239,2.155004409,224.6542011
25-08-2014,3,8,5,0,28.70281717,66.12795749,37.08990855,29.48444224,48.19651978,0.1,64.33656013,17.75426789,4.640715117,2.212339943,299.8529957,5.538610764,46.3201859,29.57680645,32.26321347,47.78123414,8.66E-10,95.94585883,14.46519676,4.496356512,2.194920602,175.6113963,20.38525714,64.75747614,22.29958761,12.6832104,61.87645405,0.099941442,89.80537122,13.28218514,4.494097949,2.196088414,218.973782
26-08-2014,3,8,6,1,30.68623396,54.25757339,47.03236761,37.87805024,65.10559777,0.1,86.54542314,19.04259954,4.921361876,2.257804962,342.7861561,28.70281717,66.12795749,37.08990855,29.48444224,48.19651978,0.1,64.33656013,17.75426789,4.640715117,2.212339943,299.8529957,12.62844158,62.50022608,23.72400838,45.47510617,24.16843905,0.024097821,93.46944134,15.34566933,4.051198077,2.145380959,175.8890228
27-08-2014,3,8,7,1,5.685299619,57.55730536,25.65593581,13.48495393,55.38554672,1.51E-06,78.15273991,16.27244432,4.761253531,2.270332051,201.119544,30.68623396,54.25757339,47.03236761,37.87805024,65.10559777,0.1,86.54542314,19.04259954,4.921361876,2.257804962,342.7861561,33.75838599,45.84090092,45.85087435,27.77408791,54.03613758,0.1,76.26482815,18.86734995,4.725411598,2.172090191,331.6230193
28-08-2014,3,8,1,1,22.04370734,42.623989,9.987590571,2.676969754,78.87820546,9.84E-13,105.3373007,12.36607647,4.649221544,2.241823438,189.9412058,5.685299619,57.55730536,25.65593581,13.48495393,55.38554672,1.51E-06,78.15273991,16.27244432,4.761253531,2.270332051,201.119544,20.88594377,51.63914957,24.70411344,26.99761739,59.13936435,0.005892301,59.09616079,18.37011369,4.787044535,2.252602112,336.1907005
29-08-2014,3,8,2,1,33.47648542,68.47704097,14.52972138,8.261916515,67.83428042,0.099999993,100.5976571,11.10560445,4.39742607,2.20239426,193.70883,22.04370734,42.623989,9.987590571,2.676969754,78.87820546,9.84E-13,105.3373007,12.36607647,4.649221544,2.241823438,189.9412058,22.47796978,51.21366546,23.3669002,5.476495823,34.70358758,0.005014147,88.40077219,14.47914565,4.283439237,2.2050256,214.8955425
30-08-2014,3,8,3,1,30.56835823,65.82074748,15.13033575,16.63392122,68.55952715,0.099999007,88.75871235,12.80851742,4.440175317,2.179015503,215.6793678,33.47648542,68.47704097,14.52972138,8.261916515,67.83428042,0.099999993,100.5976571,11.10560445,4.39742607,2.20239426,193.70883,11.04505879,62.84453551,19.03126263,13.5538423,28.25992034,8.42E-05,66.25795669,12.65456685,4.081803975,2.124085409,182.1854212
31-08-2014,3,8,4,1,28.57423257,57.63356477,34.75532334,18.19967721,67.42123982,0.1,73.40735692,15.53727212,4.653593308,2.207589413,295.2386805,30.56835823,65.82074748,15.13033575,16.63392122,68.55952715,0.099999007,88.75871235,12.80851742,4.440175317,2.179015503,215.6793678,21.70469746,61.76364027,23.14009377,7.500637382,58.78318047,0.099865287,82.87509182,13.16179366,4.482931581,2.147653256,223.0819681
1/9/2014,3,9,5,0,16.64768,69.09552112,35.81095177,46.41863463,5.834830569,0.1,59.54834137,17.40253346,4.154627119,2.175685425,254.5799977,28.57423257,57.63356477,34.75532334,18.19967721,67.42123982,0.1,73.40735692,15.53727212,4.653593308,2.207589413,295.2386805,5.538610764,46.3201859,29.57680645,32.26321347,47.78123414,8.66E-10,95.94585883,14.46519676,4.496356512,2.194920602,175.6113963
2/9/2014,3,9,6,0,45.64465503,38.44203509,43.06721457,24.55491716,41.10808996,0.1,17.51305204,19.36349427,4.693478644,2.180203398,362.7214714,16.64768,69.09552112,35.81095177,46.41863463,5.834830569,0.1,59.54834137,17.40253346,4.154627119,2.175685425,254.5799977,28.70281717,66.12795749,37.08990855,29.48444224,48.19651978,0.1,64.33656013,17.75426789,4.640715117,2.212339943,299.8529957
3/9/2014,3,9,7,0,7.533568515,56.42651562,29.11886846,21.76026772,6.572323527,9.86E-05,65.22544869,15.96841641,4.23803431,2.189585804,199.3410991,45.64465503,38.44203509,43.06721457,24.55491716,41.10808996,0.1,17.51305204,19.36349427,4.693478644,2.180203398,362.7214714,30.68623396,54.25757339,47.03236761,37.87805024,65.10559777,0.1,86.54542314,19.04259954,4.921361876,2.257804962,342.7861561
4/9/2014,3,9,1,0,24.08039697,59.93418729,19.96401455,14.91137814,8.588600857,0.098163186,23.2936398,15.05996235,3.829410961,2.087836861,254.8010089,7.533568515,56.42651562,29.11886846,21.76026772,6.572323527,9.86E-05,65.22544869,15.96841641,4.23803431,2.189585804,199.3410991,5.685299619,57.55730536,25.65593581,13.48495393,55.38554672,1.51E-06,78.15273991,16.27244432,4.761253531,2.270332051,201.119544
5/9/2014,3,9,2,0,41.49106731,66.1606996,10.60486024,16.31322823,11.20527658,0.099999999,45.94576405,13.56155822,3.372957794,1.974409966,227.7159774,24.08039697,59.93418729,19.96401455,14.91137814,8.588600857,0.098163186,23.2936398,15.05996235,3.829410961,2.087836861,254.8010089,22.04370734,42.623989,9.987590571,2.676969754,78.87820546,9.84E-13,105.3373007,12.36607647,4.649221544,2.241823438,189.9412058
6/9/2014,3,9,3,0,30.49361815,60.4639847,26.29205046,0.733534206,22.86103869,0.099999997,52.336728,13.35000256,3.852177051,1.977565898,263.7681219,41.49106731,66.1606996,10.60486024,16.31322823,11.20527658,0.099999999,45.94576405,13.56155822,3.372957794,1.974409966,227.7159774,33.47648542,68.47704097,14.52972138,8.261916515,67.83428042,0.099999993,100.5976571,11.10560445,4.39742607,2.20239426,193.70883
7/9/2014,3,9,4,0,38.92745948,58.10580562,11.97102654,20.96855605,24.40905993,0.099987713,60.73994716,13.22454316,3.928194694,2.051604119,231.169597,30.49361815,60.4639847,26.29205046,0.733534206,22.86103869,0.099999997,52.336728,13.35000256,3.852177051,1.977565898,263.7681219,30.56835823,65.82074748,15.13033575,16.63392122,68.55952715,0.099999007,88.75871235,12.80851742,4.440175317,2.179015503,215.6793678
8/9/2014,3,9,5,0,34.88957572,69.41162586,45.80301334,39.18125962,34.71236324,0.1,92.24944992,16.627746,4.378704372,2.117086382,244.55202,38.92745948,58.10580562,11.97102654,20.96855605,24.40905993,0.099987713,60.73994716,13.22454316,3.928194694,2.051604119,231.169597,28.57423257,57.63356477,34.75532334,18.19967721,67.42123982,0.1,73.40735692,15.53727212,4.653593308,2.207589413,295.2386805
9/9/2014,3,9,6,0,25.9542256,50.98674486,36.66649825,27.20798435,6.393864969,0.099999877,45.61072744,18.83374362,4.341511097,2.165643947,333.3037825,34.88957572,69.41162586,45.80301334,39.18125962,34.71236324,0.1,92.24944992,16.627746,4.378704372,2.117086382,244.55202,16.64768,69.09552112,35.81095177,46.41863463,5.834830569,0.1,59.54834137,17.40253346,4.154627119,2.175685425,254.5799977
10/9/2014,3,9,7,0,40.91744925,60.81551105,24.36608139,15.23948989,19.4518342,0.1,38.2008816,16.71285348,4.238505341,2.149435829,318.0587713,25.9542256,50.98674486,36.66649825,27.20798435,6.393864969,0.099999877,45.61072744,18.83374362,4.341511097,2.165643947,333.3037825,45.64465503,38.44203509,43.06721457,24.55491716,41.10808996,0.1,17.51305204,19.36349427,4.693478644,2.180203398,362.7214714
11/9/2014,3,9,1,0,31.64899565,67.39818938,34.31685796,30.6146473,21.26045258,0.1,43.38685733,16.74778975,4.206512185,2.133576626,314.4209593,40.91744925,60.81551105,24.36608139,15.23948989,19.4518342,0.1,38.2008816,16.71285348,4.238505341,2.149435829,318.0587713,7.533568515,56.42651562,29.11886846,21.76026772,6.572323527,9.86E-05,65.22544869,15.96841641,4.23803431,2.189585804,199.3410991
12/9/2014,3,9,2,0,8.213220546,46.29183873,18.12261905,18.83272852,19.18723356,1.30E-13,37.55191128,15.97285607,4.098630494,2.116874923,230.3338103,31.64899565,67.39818938,34.31685796,30.6146473,21.26045258,0.1,43.38685733,16.74778975,4.206512185,2.133576626,314.4209593,24.08039697,59.93418729,19.96401455,14.91137814,8.588600857,0.098163186,23.2936398,15.05996235,3.829410961,2.087836861,254.8010089
13-09-2014,3,9,3,0,24.80041054,57.56279833,24.15831609,5.521109824,12.16341789,0.099853074,38.70058545,14.03881453,3.785527133,2.064855382,256.2331344,8.213220546,46.29183873,18.12261905,18.83272852,19.18723356,1.30E-13,37.55191128,15.97285607,4.098630494,2.116874923,230.3338103,41.49106731,66.1606996,10.60486024,16.31322823,11.20527658,0.099999999,45.94576405,13.56155822,3.372957794,1.974409966,227.7159774
14-09-2014,3,9,4,0,16.45038334,41.97482758,22.07581639,20.66074804,36.42098054,3.40E-10,23.44025181,14.82102029,4.28635996,2.088387295,262.0371137,24.80041054,57.56279833,24.15831609,5.521109824,12.16341789,0.099853074,38.70058545,14.03881453,3.785527133,2.064855382,256.2331344,30.49361815,60.4639847,26.29205046,0.733534206,22.86103869,0.099999997,52.336728,13.35000256,3.852177051,1.977565898,263.7681219
15-09-2014,3,9,5,0,20.36403457,64.23231706,44.40600394,30.87151745,10.92552169,0.1,73.58544002,16.51525048,4.201502874,2.138637241,250.4212952,16.45038334,41.97482758,22.07581639,20.66074804,36.42098054,3.40E-10,23.44025181,14.82102029,4.28635996,2.088387295,262.0371137,38.92745948,58.10580562,11.97102654,20.96855605,24.40905993,0.099987713,60.73994716,13.22454316,3.928194694,2.051604119,231.169597
16-09-2014,3,9,6,0,22.09652201,65.17223669,39.7701339,16.44717285,15.34799476,0.1,47.47122664,16.81243054,4.461111313,2.159016546,256.9264663,20.36403457,64.23231706,44.40600394,30.87151745,10.92552169,0.1,73.58544002,16.51525048,4.201502874,2.138637241,250.4212952,34.88957572,69.41162586,45.80301334,39.18125962,34.71236324,0.1,92.24944992,16.627746,4.378704372,2.117086382,244.55202
17-09-2014,3,9,7,0,42.98393372,48.37041994,22.17257615,28.03231775,33.74392574,0.099999867,30.61131888,17.36611007,4.434765779,2.185587921,356.4755338,22.09652201,65.17223669,39.7701339,16.44717285,15.34799476,0.1,47.47122664,16.81243054,4.461111313,2.159016546,256.9264663,25.9542256,50.98674486,36.66649825,27.20798435,6.393864969,0.099999877,45.61072744,18.83374362,4.341511097,2.165643947,333.3037825
18-09-2014,3,9,1,0,22.80279932,54.97431566,23.60408092,2.679382965,5.079344525,0.0799183,86.68596023,14.41596726,3.701833389,2.0963723,239.6436484,42.98393372,48.37041994,22.17257615,28.03231775,33.74392574,0.099999867,30.61131888,17.36611007,4.434765779,2.185587921,356.4755338,40.91744925,60.81551105,24.36608139,15.23948989,19.4518342,0.1,38.2008816,16.71285348,4.238505341,2.149435829,318.0587713
